index,title,listed_in,userId,score,movieId
10814,presto,"animation, family, kids",415,5.0,ds1147
10815,princess protection program,"buddy, comedy, coming of age",81,4.0,ds1148
10816,purl,"animation, comedy, family",41,5.0,ds1149
10817,quack pack,"action-adventure, animation, comedy",834,5.0,ds1150
10818,queen of katwe,"biographical, drama, sports",506,5.0,ds1151
10819,quints,"comedy, coming of age",46,3.5,ds1152
10820,ratatouille,"animation, comedy, family",621,3.0,ds1153
10821,read it and weep,"comedy, coming of age, drama",120,3.5,ds1154
10822,ready to run,"animals & nature, coming of age, family",151,3.5,ds1155
10823,recess: all growed down,"animation, comedy, family",43,3.0,ds1156
10824,recess: school's out,"animation, comedy, family",193,4.0,ds1157
10825,recess: taking the 5th grade,"animation, comedy, family",398,3.0,ds1158
10826,red's dream,"animation, drama, family",16,4.0,ds1159
10827,remember the titans,"drama, historical, sports",429,3.0,ds1160
10828,rescue dog,"animation, comedy, family",230,3.5,ds1161
10829,return from witch mountain,"action-adventure, family, science fiction",229,4.0,ds1162
10830,return to halloweentown,"family, fantasy",388,4.0,ds1163
10831,return to oz,"action-adventure, family, fantasy",166,3.0,ds1164
10832,richie rich's christmas wish,"action-adventure, comedy, family",611,4.0,ds1165
10833,right on track,"buddy, family, sports",41,5.0,ds1166
10834,riley’s first date?,"animation, comedy, coming of age",33,4.0,ds1167
10835,rip girls,"coming of age, drama",419,4.0,ds1168
10836,robin hood,"action-adventure, animation, family",254,4.0,ds1169
10837,rocky mountain animal rescue,"animals & nature, docuseries, family",90,2.5,ds1170
10838,rogue one: a star wars story,"action-adventure, science fiction",251,4.0,ds1171
10839,roving mars,"documentary, family",227,4.0,ds1172
10840,ruby bridges,"biographical, drama, historical",410,3.5,ds1173
10841,sacred planet,"animals & nature, documentary, family",16,4.0,ds1174
10842,saludos amigos,"animation, comedy, family",313,3.5,ds1175
10843,"sammy, the way-out seal","animals & nature, comedy, family",344,5.0,ds1176
10844,sanjay's super team,"action-adventure, animation, family",151,4.5,ds1177
10845,santa paws 2: the santa pups,"fantasy, musical",200,4.0,ds1178
10846,santa's workshop,"animation, family, fantasy",68,3.0,ds1179
10847,saving mr. banks,"biographical, drama, historical",308,3.0,ds1180
10848,science fair,"documentary, family",429,2.5,ds1181
10849,sea of hope: america's underwater treasures,"action-adventure, animals & nature, documentary",713,4.0,ds1182
10850,secret of the wings,"animation, fantasy, kids",482,3.5,ds1183
10851,secretariat,"animals & nature, biographical, drama",231,4.0,ds1184
10852,secrets of christ's tomb: explorer special,"documentary, historical",271,4.0,ds1185
10853,secrets of life,"animals & nature, documentary, family",482,3.0,ds1186
10854,secrets of the king cobra,"animals & nature, documentary",176,3.0,ds1187
10855,shake it up,"buddy, comedy, coming of age",153,4.0,ds1188
10856,sharks of lost island,"action-adventure, animals & nature, documentary",111,4.0,ds1189
10857,sharpay's fabulous adventure,"comedy, coming of age, music",24,3.0,ds1190
10858,shipwrecked,"action-adventure, coming of age, family",49,4.5,ds1191
10859,silver surfer,"action-adventure, animation, kids",82,4.5,ds1192
10860,simpsons movie,"action-adventure, animation, comedy",229,3.0,ds1193
10861,sister act,"comedy, crime, family",350,2.0,ds1194
10862,sister act 2: back in the habit,"comedy, family, music",73,2.0,ds1195
10863,skyrunners,"action-adventure, science fiction",62,4.5,ds1196
10864,sleeping beauty,"animation, family, fantasy",53,4.0,ds1197
10865,smart house,"comedy, coming of age, drama",65,3.0,ds1198
10866,smash and grab,"animation, buddy, family",19,2.5,ds1199
10867,snow white and the seven dwarfs,"animation, family, fantasy",84,4.0,ds1200
10868,snowball express,"comedy, family, sports",74,3.0,ds1201
10869,snowglobe,"comedy, family, fantasy",332,5.0,ds1202
10870,so weird,"fantasy, kids, mystery",24,3.0,ds1203
10871,society dog show,"animation, comedy, family",150,3.0,ds1204
10872,spider-man (shorts),"action-adventure, animation, kids",231,3.0,ds1205
10873,spider-man and his amazing friends,"action-adventure, animation, kids",557,5.0,ds1206
10874,spider-man unlimited,"action-adventure, animation, kids",56,5.0,ds1207
10875,spider-woman,"action-adventure, animation, kids",314,3.0,ds1208
10876,star wars forces of destiny (shorts),"action-adventure, animation, anthology",9,4.5,ds1209
10877,star wars rebels,"action-adventure, animation, kids",191,4.0,ds1210
10878,star wars rebels (shorts),"action-adventure, animation, kids",231,3.0,ds1211
10879,star wars: a new hope (episode iv),"action-adventure, science fiction",132,4.0,ds1212
10880,star wars: attack of the clones (episode ii),"action-adventure, science fiction",7,2.0,ds1213
10881,star wars: blips,series,755,4.5,ds1214
10882,star wars: return of the jedi (episode vi),"action-adventure, science fiction",24,3.0,ds1215
10883,star wars: revenge of the sith (episode iii),"action-adventure, science fiction",332,3.0,ds1216
10884,star wars: the empire strikes back (episode v),"action-adventure, science fiction",7,2.0,ds1217
10885,star wars: the force awakens (episode vii),"action-adventure, science fiction",131,3.0,ds1218
10886,star wars: the phantom menace (episode i),"action-adventure, science fiction",24,2.0,ds1219
10887,starstruck,"comedy, coming of age, music",1104,3.0,ds1220
10888,steamboat willie,"animation, family, kids",67,2.5,ds1221
10889,stepsister from planet weird,"comedy, family, science fiction",368,4.0,ds1222
10890,stitch! the movie,"animation, comedy, family",166,3.0,ds1223
10891,stonehenge decoded: secrets revealed,documentary,170,1.0,ds1224
10892,stuck in the suburbs,"comedy, coming of age, music",132,3.0,ds1225
10893,sultan and the rock star,"action-adventure, animals & nature, family",741,3.0,ds1226
10894,super buddies,"action-adventure, comedy, family",123,4.0,ds1227
10895,swiss family robinson,"action-adventure, family, survival",289,3.5,ds1228
10896,talespin,"action-adventure, animation, kids",346,4.0,ds1229
10897,tall tale,"action-adventure, western",47,3.5,ds1230
10898,tangled,"action-adventure, animation, family",229,3.0,ds1231
10899,tangled before ever after,"animation, coming of age, fantasy",4,4.0,ds1232
10900,tarzan & jane,"action-adventure, animation",160,4.0,ds1233
10901,teacher's pet,"animation, comedy, family",44,1.0,ds1234
10902,teen beach 2,"fantasy, musical",229,5.0,ds1235
10903,teen beach movie,"coming of age, fantasy, musical",48,5.0,ds1236
10904,teen spirit,"buddy, comedy, coming of age",201,4.0,ds1237
10905,that darn cat,"animals & nature, comedy, family",271,4.0,ds1238
10906,that darn cat!,"animals & nature, comedy, family",55,5.0,ds1239
10907,the absent-minded professor,"comedy, family, science fiction",146,5.0,ds1240
10908,the adventures of andré & wally b.,"animation, kids",595,5.0,ds1241
10909,the adventures of bullwhip griffin,"action-adventure, comedy, family",253,5.0,ds1242
10910,the adventures of huck finn,"action-adventure, coming of age, drama",60,5.0,ds1243
10911,the adventures of ichabod and mr. toad,"action-adventure, animation, anthology",43,3.0,ds1244
10912,the adventures of spin and marty,"buddy, coming of age, family",151,4.0,ds1245
10913,the african lion,"animals & nature, documentary, family",62,4.0,ds1246
10914,the apple dumpling gang,"comedy, family, western",46,3.0,ds1247
10915,the apple dumpling gang rides again,"comedy, family, western",43,3.5,ds1248
10916,the aristocats,"action-adventure, animation, comedy",104,4.0,ds1249
10917,the art of skiing,"animation, comedy, family",836,3.0,ds1250
10918,the avengers: earth's mightiest heroes,"action-adventure, animation, kids",193,3.0,ds1251
10919,the avengers: united they stand,"action-adventure, animation, kids",353,3.5,ds1252
10920,the band concert,"animation, family, kids",271,3.0,ds1253
10921,the bears and i,"animals & nature, drama, family",160,5.0,ds1254
10922,the big bad wolf,"animation, family, musical",180,3.5,ds1255
10923,the biscuit eater,"animals & nature, drama, family",481,1.0,ds1256
10924,the black cauldron,"action-adventure, animation, coming of age",376,3.5,ds1257
10925,the black hole,"action-adventure, science fiction, thriller",203,4.0,ds1258
10926,the blue umbrella,"animation, family, kids",94,5.0,ds1259
10927,the book of once upon a time,"animation, anthology, kids",429,3.0,ds1260
10928,the book of pooh,"comedy, kids",12,5.0,ds1261
10929,the brave little toaster goes to mars,"action-adventure, animation, kids",255,1.5,ds1262
10930,the castaway cowboy,"action-adventure, family, western",455,3.0,ds1263
10931,the cheetah girls,"coming of age, drama, music",354,5.0,ds1264
10932,the cheetah girls 2,"coming of age, drama, music",719,4.5,ds1265
10933,the cheetah girls: one world,"comedy, coming of age, music",529,4.5,ds1266
10934,the christmas star,"crime, drama, family",559,3.0,ds1267
10935,the chronicles of narnia: prince caspian,"action-adventure, family, fantasy",318,5.0,ds1268
10936,"the chronicles of narnia: the lion, the witch and the wardrobe","action-adventure, family, fantasy",212,3.5,ds1269
10937,the color of friendship,"biographical, drama",89,5.0,ds1270
10938,the computer wore tennis shoes,"comedy, crime, science fiction",277,5.0,ds1271
10939,the country bears,"comedy, music",178,4.5,ds1272
10940,the emperor's new groove,"action-adventure, animation, family",111,3.0,ds1273
10941,the even stevens movie,"action-adventure, comedy",188,5.0,ds1274
10942,the flood,"animals & nature, documentary",164,4.5,ds1275
10943,the fox and the hound,"action-adventure, animation, buddy",306,3.0,ds1276
10944,the fox and the hound 2,"action-adventure, animation, buddy",84,3.5,ds1277
10945,the game plan,"comedy, family, sports",343,3.0,ds1278
10946,the ghosts of buxley hall,"comedy, family, fantasy",31,5.0,ds1279
10947,the goddess of spring,"animation, family, fantasy",302,5.0,ds1280
10948,the golden touch,"animation, family, fantasy",852,0.5,ds1281
10949,the good dinosaur,"action-adventure, animation, buddy",702,4.0,ds1282
10950,the great muppet caper,"comedy, crime, family",46,3.0,ds1283
10951,the greatest game ever played,"biographical, sports",344,5.0,ds1284
10952,the haunted mansion,"comedy, family, fantasy",640,4.0,ds1285
10953,the hockey champ,"animation, comedy, family",576,5.0,ds1286
10954,the hunchback of notre dame,"action-adventure, animation, family",234,4.0,ds1287
10955,the hunchback of notre dame ii,"action-adventure, animation, family",690,0.5,ds1288
10956,the imagineering story,"docuseries, historical",380,4.5,ds1289
10957,the incredible journey,"action-adventure, animals & nature, family",231,2.5,ds1290
10958,the incredibles,"action-adventure, animation, family",198,3.0,ds1291
10959,the journey of natty gann,"action-adventure, coming of age, drama",111,4.5,ds1292
10960,the jungle book 2,"action-adventure, animation, kids",63,4.0,ds1293
10961,the jungle book: mowgli's story,"action-adventure, coming of age, family",37,3.5,ds1294
10962,the legend of mor'du,"animation, family, fantasy",731,4.0,ds1295
10963,the lion king 1 1/2,"action-adventure, animation, comedy",250,4.0,ds1296
10964,the lion king 2: simba's pride,"action-adventure, animation, family",296,3.5,ds1297
10965,the little mermaid,"animation, family, fantasy",682,4.0,ds1298
10966,the little mermaid ii:  return to the sea,"animation, drama, fantasy",212,2.0,ds1299
10967,the little mermaid:  ariel's beginning,"animation, drama, family",249,4.0,ds1300
10968,the little whirlwind,"animation, family, kids",755,4.0,ds1301
10969,the living desert,"animals & nature, documentary, family",251,2.5,ds1302
10970,the lizzie mcguire movie,"comedy, coming of age, family",332,3.5,ds1303
10971,the lost tomb of alexander the great,"documentary, historical",34,2.5,ds1304
10972,the love bug (1969),"action-adventure, comedy, family",192,5.0,ds1305
10973,the many adventures of winnie the pooh,"animation, kids, musical",79,3.5,ds1306
10974,the million dollar duck,"comedy, family",330,2.5,ds1307
10975,the mistle-tones,"drama, music",132,1.0,ds1308
10976,the muppet christmas carol,"comedy, drama, family",174,4.0,ds1309
10977,the muppet movie,"action-adventure, comedy, family",150,4.0,ds1310
10978,the muppets,"comedy, family, kids",608,4.0,ds1311
10979,the muppets (series),comedy,67,5.0,ds1312
10980,the new adventures of winnie the pooh,"animation, kids",106,4.5,ds1313
10981,the old mill,"action-adventure, animation, family",222,2.5,ds1314
10982,the olympic champ,"animation, comedy, family",157,4.0,ds1315
10983,the parent trap,"comedy, family, romance",125,4.5,ds1316
10984,the parent trap (1961),"comedy, family, romance",35,4.0,ds1317
10985,the pied piper,"animation, family, musical",37,3.5,ds1318
10986,the plausible impossible (disneyland: 1954-58),"documentary, family",398,2.0,ds1319
10987,the poof point,"comedy, coming of age, science fiction",166,3.0,ds1320
10988,the prince and the pauper,"action-adventure, coming of age, family",120,3.5,ds1321
10989,the princess and the frog,"animation, comedy, family",1636,3.0,ds1322
10990,the princess diaries,"comedy, coming of age, family",414,3.5,ds1323
10991,the princess diaries 2: royal engagement,"comedy, family, romance",286,5.0,ds1324
10992,the proud family movie,"animation, comedy, family",9,3.0,ds1325
10993,the reluctant dragon,"animation, comedy, family",346,4.0,ds1326
10994,the replacements,"animation, comedy, family",64,2.0,ds1327
10995,the rescuers,"action-adventure, animation, comedy",163,3.5,ds1328
10996,the rescuers down under,"action-adventure, animation, family",105,2.0,ds1329
10997,the rookie,"biographical, family, sports",89,1.0,ds1330
10998,the santa clause,"comedy, family, fantasy",212,4.0,ds1331
10999,the santa clause 2,"comedy, family, fantasy",356,4.5,ds1332
11000,the santa clause 3: the escape clause,"comedy, family, fantasy",97,3.5,ds1333
11001,the scream team,"comedy, fantasy",309,5.0,ds1334
11002,the secret of the magic gourd,fantasy,761,3.5,ds1335
11003,the shaggy d.a.,"comedy, family, fantasy",91,5.0,ds1336
11004,the shaggy dog,"comedy, family, fantasy",390,1.5,ds1337
11005,the sign of zorro,"action-adventure, drama, family",1041,1.5,ds1338
11006,the simple things,"animation, comedy, family",164,4.0,ds1339
11007,the sound of music,"biographical, family, historical",11,3.5,ds1340
11008,the story of robin hood and his merrie men,"action-adventure, family",82,4.5,ds1341
11009,the strongest man in the world,"comedy, family, science fiction",33,3.0,ds1342
11010,the suite life movie,"comedy, coming of age",35,5.0,ds1343
11011,the suite life of zack & cody,"action-adventure, comedy, coming of age",79,2.0,ds1344
11012,the suite life on deck,"action-adventure, comedy, coming of age",43,5.0,ds1345
11013,the swap,"comedy, coming of age, fantasy",269,4.0,ds1346
11014,the thirteenth year,"coming of age, fantasy",294,3.5,ds1347
11015,the three caballeros,"animation, family, musical",354,5.0,ds1348
11016,the three musketeers,"action-adventure, comedy, family",142,2.0,ds1349
11017,the tigger movie,"action-adventure, animation, kids",352,1.0,ds1350
11018,the tortoise and the hare,"animation, family, sports",58,3.0,ds1351
11019,the ugly dachshund,"animals & nature, comedy, family",36,3.0,ds1352
11020,the ugly duckling,"animation, family",49,4.0,ds1353
11021,the ultimate christmas present,"comedy, coming of age, fantasy",24,4.0,ds1354
11022,the vanishing prairie,"animals & nature, documentary, family",229,5.0,ds1355
11023,the wild,"action-adventure, animation, comedy",713,3.0,ds1356
11024,the wise little hen,"animation, family, kids",62,3.5,ds1357
11025,the wizards return: alex vs. alex,"comedy, coming of age, fantasy",176,4.0,ds1358
11026,the world according to jeff goldblum,docuseries,106,3.0,ds1359
11027,the young black stallion,"action-adventure, animals & nature, drama",54,4.0,ds1360
11028,three blind mouseketeers,"animation, family, parody",32,4.0,ds1361
11029,three days,"drama, fantasy",24,3.0,ds1362
11030,three little pigs,"animation, family, kids",193,1.0,ds1363
11031,three little wolves,"animation, family",321,3.0,ds1364
11032,three men and a baby,"buddy, comedy",46,4.5,ds1365
11033,three men and a little lady,"buddy, comedy, romance",24,3.0,ds1366
11034,thru the mirror,"animation, comedy, family",362,5.0,ds1367
11035,tiger cruise,"drama, family",24,4.0,ds1368
11036,tim burton’s the nightmare before christmas,"animation, family, fantasy",340,3.5,ds1369
11037,timon & pumbaa,"animation, buddy, comedy",368,3.0,ds1370
11038,tin toy,"animation, family, kids",308,5.0,ds1371
11039,tinker bell,"action-adventure, animation, fantasy",24,3.0,ds1372
11040,tinker bell and the great fairy rescue,"action-adventure, animation, fantasy",49,5.0,ds1373
11041,tinker bell and the lost treasure,"action-adventure, animation, fantasy",20,4.0,ds1374
11042,titanic: 20 years later with james cameron,"documentary, historical",187,3.5,ds1375
11043,toby tortoise returns,"animation, family, sports",231,3.0,ds1376
11044,tom and huck,"action-adventure, comedy, coming of age",398,3.0,ds1377
11045,toy story,"action-adventure, animation, buddy",348,4.0,ds1378
11046,toy story 2,"action-adventure, animation, comedy",63,4.0,ds1379
11047,toy story 3,"animation, comedy, drama",292,4.5,ds1380
11048,toy story toons: hawaiian vacation,"animation, comedy, family",249,4.5,ds1381
11049,toy story toons: partysaurus rex,"animation, comedy, family",426,2.0,ds1382
11050,toy story toons: small fry,"animation, family, kids",201,3.5,ds1383
11051,trail of the panda,"action-adventure, animals & nature, family",652,4.0,ds1384
11052,trailer horn,"animation, comedy, family",47,4.0,ds1385
11053,treasure island,"action-adventure, family",103,4.0,ds1386
11054,treasure of matecumbe,"action-adventure, family, mystery",623,2.5,ds1387
11055,treasure planet,"action-adventure, animation, family",362,3.0,ds1388
11056,tree climbing lions,"animals & nature, documentary, family",193,3.0,ds1389
11057,tron,"action-adventure, family, science fiction",852,5.0,ds1390
11058,tru confessions,"coming of age, drama",324,3.0,ds1391
11059,tuck everlasting,"coming of age, drama, fantasy",308,4.0,ds1392
11060,tugboat mickey,"animation, comedy, family",157,1.0,ds1393
11061,twas the night,"comedy, crime, fantasy",11,4.0,ds1394
11062,twitches,"comedy, fantasy",312,4.5,ds1395
11063,twitches too,"comedy, fantasy",181,4.0,ds1396
11064,unidentified flying oddball,"action-adventure, comedy, family",46,3.0,ds1397
11065,up,"action-adventure, animation, buddy",229,5.0,ds1398
11066,"up, up and away","comedy, coming of age, fantasy",166,4.5,ds1399
11067,valiant,"action-adventure, animation, comedy",824,5.0,ds1400
11068,waking sleeping beauty,documentary,392,3.5,ds1401
11069,wall-e,"action-adventure, animation, family",82,4.5,ds1402
11070,wendy wu: homecoming warrior,"action-adventure, coming of age, fantasy",359,3.0,ds1403
11071,whispers: an elephant's tale,"action-adventure, animals & nature, family",132,3.0,ds1404
11072,white fang,"action-adventure, animals & nature, drama",63,3.5,ds1405
11073,who framed roger rabbit,"action-adventure, animation, comedy",43,3.5,ds1406
11074,wild yellowstone,"animals & nature, docuseries, travel",88,4.0,ds1407
11075,winged seduction: birds of paradise,"action-adventure, animals & nature, documentary",193,3.0,ds1408
11076,winnie the pooh,"animation, comedy, family",153,2.5,ds1409
11077,winnie the pooh: a very merry pooh year,"animation, kids",20,4.0,ds1410
11078,winnie the pooh: springtime with roo,"animation, kids, musical",91,5.0,ds1411
11079,winter storage,"animation, comedy, family",215,3.5,ds1412
11080,wizards of waverly place,"comedy, coming of age, fantasy",773,5.0,ds1413
11081,wizards of waverly place: the movie,"action-adventure, comedy, coming of age",8,4.0,ds1414
11082,wolverine and the x-men,"action-adventure, animation, kids",158,5.0,ds1415
11083,world's greatest dogs,"animals & nature, documentary, family",88,3.0,ds1416
11084,wreck-it ralph,"action-adventure, animation, comedy",229,3.0,ds1417
11085,x-men: evolution,"action-adventure, animation, kids",77,5.0,ds1418
11086,ye olden days,"animation, comedy, family",434,3.5,ds1419
11087,yellowstone cubs,"animals & nature, comedy, family",84,4.0,ds1420
11088,you lucky dog,"comedy, fantasy",30,3.0,ds1421
11089,you wish!,"coming of age, drama, fantasy",75,4.0,ds1422
11090,your friend the rat,"animation, comedy, family",344,3.5,ds1423
11091,z-o-m-b-i-e-s,"coming of age, musical, science fiction",229,4.0,ds1424
11092,zapped,"comedy, coming of age, science fiction",37,4.0,ds1425
11093,zenon: girl of the 21st century,"comedy, coming of age, science fiction",468,3.5,ds1426
11094,zenon: the zequel,"comedy, science fiction",988,4.0,ds1427
11095,zenon: z3,"comedy, coming of age, science fiction",222,1.5,ds1428
11096,zootopia,"animation, comedy, family",340,4.0,ds1429
11097,bedknobs and broomsticks,"comedy, family, fantasy",119,3.0,ds1430
11098,blackbeard's ghost,"comedy, family, fantasy",111,4.0,ds1431
11099,brave little tailor,"action-adventure, animation, comedy",1136,3.5,ds1432
11100,justin morgan had a horse,"animals & nature, biographical, drama",151,2.5,ds1433
11101,lady and the tramp ii: scamp's adventure,"action-adventure, animation, coming of age",46,0.5,ds1434
11102,smart guy,"comedy, coming of age, kids",11,3.5,ds1435
11103,the cat from outer space,"comedy, family, science fiction",182,5.0,ds1436
11104,the great mouse detective,"animation, family, mystery",533,1.0,ds1437
11105,the sword in the stone,"action-adventure, animation, comedy",231,3.5,ds1438
11106,those calloways,"animals & nature, drama, family",15,4.5,ds1439
11107,disney kirby buckets,"action-adventure, comedy, coming of age",353,3.0,ds1440
11108,disney mech-x4,"action-adventure, comedy, science fiction",20,3.5,ds1441
11109,imagination movers,"kids, music",56,2.5,ds1442
11110,tomorrowland,"action-adventure, science fiction",465,2.0,ds1443
11111,aquamarine,"comedy, coming of age, fantasy",191,4.0,ds1444
11112,ice age: dawn of the dinosaurs,"animation, comedy, family",74,3.0,ds1445
11113,x-men origins: wolverine,"action-adventure, family, science fiction",46,2.5,ds1446
11114,night at the museum: battle of the smithsonian,"action-adventure, comedy, family",229,3.0,ds1447
11115,eddie the eagle,"biographical, comedy, drama",231,5.0,ds1448
11116,bend it like beckham,"buddy, comedy, coming of age",24,4.0,ds1449
11117,captain sparky vs. the flying saucers,"action-adventure, animals & nature, animation",193,4.0,ds1450
11118,ricky velez: here's everything,"comedy, stand up",158,4.0,hs1
11119,silent night,"crime, drama, thriller",463,2.0,hs2
11120,the marksman,"action, thriller",65,2.0,hs3
11121,gaia,horror,53,5.0,hs4
11122,settlers,"science fiction, thriller",46,3.0,hs5
11123,the halloween candy magic pet,"family, kids",600,4.5,hs6
11124,the evil next door,"horror, thriller",49,4.5,hs7
11125,the next thing you eat,"cooking & food, documentaries, lifestyle & culture",384,4.0,hs8
11126,queens,"drama, music",191,3.0,hs9
11127,the bachelorette,"reality, romance",391,4.0,hs10
11128,the real queens of hip-hop: the women who changed the game,"music, news",151,2.0,hs11
11129,dream horse,"comedy, drama",805,4.0,hs12
11130,out of the shadows: the man behind the steele dossier,news,112,3.0,hs13
11131,wakefield,"drama, mystery",152,3.0,hs14
11132,home sweet home,reality,62,2.5,hs15
11133,showtime championship boxing: lopez vs. salido (r),sports,225,4.0,hs16
11134,showtime championship boxing: wilder vs. molina,sports,151,3.5,hs17
11135,america's book of secrets,"documentaries, history",230,3.0,hs18
11136,beyond oak island,"history, reality",46,1.5,hs19
11137,beyond scared straight,"documentaries, reality, teen",397,4.0,hs20
11138,cheer camp killer,thriller,139,3.0,hs21
11139,hoarders,"health & wellness, lifestyle & culture, reality",120,4.5,hs22
11140,little women: atlanta,"black stories, reality",296,4.0,hs23
11141,marrying millions,"documentaries, reality, romance",158,4.0,hs24
11142,nightwatch,"documentaries, drama, mystery",127,4.0,hs25
11143,seven year switch,reality,308,3.0,hs26
11144,sleepwalker,thriller,741,2.0,hs27
11145,swamp people,"documentaries, reality",229,4.0,hs28
11146,unsolved,"documentaries, news",66,4.5,hs29
11147,acapulco shore,"latino, reality",47,5.0,hs30
11148,catfish méxico,"latino, reality",49,4.0,hs31
11149,censor,horror,137,3.5,hs32
11150,dani who?,"latino, mystery, science fiction",120,2.5,hs33
11151,la culpa es de cortés,"comedy, latino",924,2.5,hs34
11152,out of death,thriller,105,3.0,hs35
11153,the real housewives of orange county,reality,429,3.5,hs36
11154,why not us,"documentaries, sports",79,2.0,hs37
11155,bellator mma: kongo vs. johnson 2,sports,229,2.0,hs38
11156,chips,"action, adventure, comedy",12,3.0,hs39
11157,dopesick,drama,132,3.0,hs40
11158,in the crease,sports,20,4.0,hs41
11159,"champaign, ill",comedy,262,4.0,hs42
11160,the loneliest whale: the search for 52,documentaries,32,5.0,hs43
11161,gunda,documentaries,35,4.0,hs44
11162,buried,"crime, documentaries",174,5.0,hs45
11163,demon slayer kimetsu no yaiba,"action, adventure, anime",429,4.0,hs46
11164,g.i. joe: retaliation,"action, adventure",43,2.5,hs47
11165,rogue hostage,"action, thriller",314,2.5,hs48
11166,roots less traveled,reality,120,2.5,hs49
11167,shark tank,reality,78,2.0,hs50
11168,yashahime: princess half-demon,anime,390,4.0,hs51
11169,general hospital,drama,415,4.0,hs52
11170,jacinta,documentaries,391,4.0,hs53
11171,abc news live prime with linsey davis,news,16,4.0,hs54
11172,baker's dozen,"cooking & food, lifestyle & culture, reality",68,3.5,hs55
11173,fifa world cup 2022 qualifying,sports,384,4.0,hs56
11174,bellator mma 257: nemkov vs. davis 2 (r),sports,58,3.0,hs57
11175,bellator mma: davis vs. nemkov,sports,12,4.0,hs58
11176,castle,"comedy, crime, drama",482,3.5,hs59
11177,the hills presents: speidi's wedding unveiled,"reality, teen",24,3.0,hs60
11178,america's funniest home videos,"comedy, family",251,2.5,hs61
11179,maggie's plan,"comedy, drama, romance",335,5.0,hs62
11180,the bradshaw bunch,reality,139,4.0,hs63
11181,the program,"action, adventure, drama",101,2.0,hs64
11182,unfaithful,"drama, romance, thriller",71,1.5,hs65
11183,finding your feet,"comedy, drama, romance",236,4.0,hs66
11184,pacific airshow,documentaries,187,3.5,hs67
11185,saturday night live,"comedy, late night, sketch comedy",557,2.0,hs68
11186,college swimming & diving,sports,132,3.0,hs69
11187,men's college hockey,sports,47,4.0,hs70
11188,the most magical story on earth: 50 years of walt disney world,news,251,3.5,hs71
11189,a.i.: artificial intelligence,"adventure, drama, science fiction",150,3.0,hs72
11190,air force one,"action, adventure, horror",75,5.0,hs73
11191,ali,"black stories, drama, history",362,4.0,hs74
11192,asylum,documentaries,158,5.0,hs75
11193,big sky,"crime, drama",46,4.0,hs76
11194,bite size halloween,horror,174,5.0,hs77
11195,blippi's spooky spell halloween,kids,29,3.0,hs78
11196,boxcar bertha,"crime, drama",247,4.5,hs79
11197,cake,comedy,429,4.0,hs80
11198,cedar rapids,comedy,166,2.0,hs81
11199,chasing papi,"comedy, drama, romance",12,5.0,hs82
11200,class,"comedy, drama",176,3.0,hs83
11201,clifford,"comedy, family, kids",20,5.0,hs84
11202,clockstoppers,"action, adventure, comedy",332,4.0,hs85
11203,code 46,"drama, romance, science fiction",153,2.0,hs86
11204,crimson tide,"drama, horror, thriller",217,2.5,hs87
11205,date night extended version,"action, adventure, comedy",193,4.0,hs88
11206,dead of winter,"horror, thriller",367,2.0,hs89
11207,diary of a wimpy kid: rodrick rules,"comedy, family, kids",79,1.5,hs90
11208,"double, double, toil and trouble","adventure, family, kids",65,3.0,hs91
11209,dr. no,"action, adventure",251,2.5,hs92
11210,edge of the world,"adventure, drama, history",319,4.0,hs93
11211,escape from alcatraz,"action, crime, drama",24,4.0,hs94
11212,exorcist: the beginning,horror,49,4.0,hs95
11213,flatliners,"drama, horror, science fiction",24,4.0,hs96
11214,from russia with love,"action, adventure, classics",170,1.0,hs97
11215,goldeneye,"action, adventure, thriller",211,3.5,hs98
11216,goldfinger,"action, adventure, classics",125,3.5,hs99
11217,happy feet,"action, adventure, comedy",120,4.0,hs100
11218,happy feet two,"adventure, comedy, family",231,3.0,hs101
11219,house of games,thriller,376,4.5,hs102
11220,intersection,"drama, romance",79,3.5,hs103
11221,license to kill,"action, adventure",368,4.5,hs104
11222,light it up,"black stories, drama, lgbtq+",164,4.0,hs105
11223,lost in space,"action, adventure, science fiction",177,2.0,hs106
11224,mad max,"action, adventure, science fiction",173,4.0,hs107
11225,madhouse,"horror, thriller",221,5.0,hs108
11226,maze,"action, adventure, crime",674,3.5,hs109
11227,my best friend's wedding,"comedy, romance",24,4.0,hs110
11228,peeples,"comedy, romance",898,3.0,hs111
11229,queen of the damned,horror,294,5.0,hs112
11230,racing with the moon,"comedy, drama, romance",353,4.5,hs113
11231,remo williams: the adventure begins,"action, adventure",362,5.0,hs114
11232,resident evil: retribution,"action, adventure, horror",33,3.0,hs115
11233,rushmore,"comedy, teen",60,4.0,hs116
11234,scb: calzaghe vs. lacy,sports,16,4.5,hs117
11235,signs,"horror, science fiction, thriller",230,3.5,hs118
11236,sleepless in seattle,"comedy, romance",34,4.0,hs119
11237,snatch,"action, adventure, comedy",359,3.0,hs120
11238,species,"horror, science fiction, thriller",332,4.0,hs121
11239,species ii,"action, adventure, horror",418,3.0,hs122
11240,species iii,"action, adventure, drama",24,4.0,hs123
11241,species: the awakening,"science fiction, thriller",834,3.0,hs124
11242,star trek ii: the wrath of khan,"action, adventure, classics",150,3.0,hs125
11243,star trek iii: the search for spock,"action, adventure, family",43,3.0,hs126
